,user_id,movie_id,rating
492,josie_zhou,1292720,5
493,154019316,26876595,4
494,154019316,1432578,4
495,154019316,1292720,5
496,yuyan545,34992548,4
497,yuyan545,1292001,5
498,yuyan545,4913185,5
499,yuyan545,34911027,5
500,yuyan545,2036561,5
501,yuyan545,25884125,5
502,yuyan545,33426127,4
503,yuyan545,27199470,5
504,yuyan545,26728669,5
505,yuyan545,30186285,4
506,yuyan545,1292720,4
507,Miss.Encore,6311583,5
508,Miss.Encore,5392294,5
509,Miss.Encore,5312099,4
510,Miss.Encore,3819877,5
511,Miss.Encore,1449793,3
512,Miss.Encore,4894980,4
513,Miss.Encore,1439488,4
514,Miss.Encore,1294950,3
515,Miss.Encore,1867345,4
516,Miss.Encore,1449586,5
517,Miss.Encore,3319755,5
518,imuuuu,1891179,5
519,imuuuu,2135981,5
520,imuuuu,1465829,5
521,imuuuu,3319755,5
522,candyrice,3319755,4
523,kidcby,27046320,4
524,kidcby,26861447,4
525,kidcby,3319755,5
526,morningglory,21371574,4
527,morningglory,1034106,4
528,morningglory,6985810,4
529,morningglory,5308265,4
530,morningglory,1053259,3
531,morningglory,2165940,4
532,morningglory,2133390,3
533,morningglory,1394581,4
534,morningglory,3626416,3
535,morningglory,1652587,4
536,morningglory,3319755,4
537,linglong990,1293708,5
538,linglong990,2027938,3
539,linglong990,1922273,3
540,linglong990,1788392,3
541,linglong990,3793023,5
542,ztiti,3793023,5
543,MichelleHong,19997905,4
544,MichelleHong,4190262,5
545,MichelleHong,5264779,5
546,MichelleHong,4313213,5
547,MichelleHong,3793023,5
548,Lan.die,26874528,5
549,Lan.die,1474773,5
550,Lan.die,1474773,5
551,Lan.die,3793023,4
552,miuccia,26939261,4
553,miuccia,10876106,4
554,miuccia,1062608,4
555,miuccia,4082544,4
556,miuccia,3205232,4
557,miuccia,2334814,4
558,miuccia,3077791,5
559,miuccia,3011093,4
560,miuccia,1894751,3
561,miuccia,1385023,4
562,miuccia,3793023,3
563,Cao-Wei,25733522,5
564,Cao-Wei,25794443,3
565,Cao-Wei,1929463,4
566,Cao-Wei,10438426,3
567,Cao-Wei,4728518,3
568,Cao-Wei,6880590,3
569,Cao-Wei,5908477,2
570,Cao-Wei,5416009,4
571,Cao-Wei,4271894,2
572,Cao-Wei,5321843,4
573,Cao-Wei,30176393,4
574,55300712,10944630,3
575,55300712,30122633,3
576,55300712,20427187,4
577,55300712,20440053,5
578,55300712,26790961,2
579,55300712,26677985,5
580,55300712,27073828,2
581,55300712,2131940,3
582,55300712,26302614,5
583,55300712,19944106,3
584,55300712,30176393,3
585,diewithme,30244560,5
586,diewithme,26746958,1
587,diewithme,26873657,1
588,diewithme,26884467,5
589,diewithme,26354336,3
590,diewithme,26779789,4
591,diewithme,25831874,3
592,diewithme,25881780,2
593,diewithme,25918597,1
594,diewithme,24745500,3
595,diewithme,30176393,3
596,yalindongdong,34670218,4
597,yalindongdong,34911027,4
598,yalindongdong,30354606,4
599,yalindongdong,34813300,4
600,yalindongdong,30176393,4
601,yalindongdong,27052168,4
602,yalindongdong,27145039,4
603,yalindongdong,3168101,4
604,yalindongdong,26752088,4
605,yalindongdong,26925317,4
606,yalindongdong,30176393,4
607,ydyie,32489562,4
608,ydyie,10745208,4
609,ydyie,30371819,3
610,ydyie,30331959,4
611,ydyie,26952994,5
612,ydyie,30395836,5
613,ydyie,30252495,4
614,ydyie,27132510,4
615,ydyie,34927356,4
616,ydyie,30176393,4
617,180401152,34967081,5
618,180401152,34941182,3
619,180401152,30191989,4
620,180401152,2281698,4
621,180401152,24743375,4
622,180401152,27005982,4
623,180401152,27045331,4
624,180401152,30466860,2
625,130687315,3747034,3
626,130687315,30475767,4
627,130687315,30482003,2
628,130687315,30482003,2
629,130687315,26904658,5
630,130687315,26781333,4
631,130687315,30230682,4
632,130687315,26290367,3
633,130687315,2282477,5
634,130687315,5245615,3
635,130687315,30466860,2
636,210184936,30466860,1
637,210184936,30466860,1
638,210184936,30466860,1
639,210184936,34429008,1
640,210184936,27113507,4
641,210184936,30466860,1
642,82811080,30466860,3
643,151815851,27038968,4
644,151815851,26909463,3
645,151815851,25839052,3
646,151815851,25975243,2
647,151815851,5350027,3
648,151815851,5350027,3
649,151815851,1419969,3
650,151815851,26910820,3
651,151815851,6982558,2
652,151815851,26661191,3
653,151815851,30466860,2
654,tjz230,26022835,4
655,tjz230,3440075,5
656,tjz230,1905462,5
657,tjz230,1793904,4
658,tjz230,1307790,4
659,tjz230,1366856,3
660,tjz230,1296463,4
661,tjz230,1294768,3
662,tjz230,1878708,4
663,tjz230,26266893,4
664,satan163,30198715,4
665,satan163,30446788,4
666,satan163,26266893,3
667,63469119,30443118,3
668,63469119,30206424,4
669,63469119,4820710,4
670,63469119,26266893,1
671,lingrui1995,30488569,4
672,lingrui1995,33442331,4
673,lingrui1995,33442331,4
674,lingrui1995,24697949,5
675,lingrui1995,4303624,5
676,lingrui1995,30488569,4
677,lingrui1995,33446498,2
678,lingrui1995,30211998,4
679,lingrui1995,34805219,3
680,lingrui1995,2364086,4
681,lingrui1995,26266893,4
682,58713868,26266893,5
683,xilouchen,30325263,5
684,xilouchen,30166972,4
685,xilouchen,30221757,2
686,xilouchen,26899146,2
687,xilouchen,26100958,5
688,xilouchen,26715636,4
689,xilouchen,30263995,2
690,xilouchen,25986662,3
691,xilouchen,20495023,5
692,cloudy20011128,30359665,3
693,cloudy20011128,26926437,5
694,cloudy20011128,26936788,5
695,cloudy20011128,4206436,2
696,cloudy20011128,5908478,5
697,cloudy20011128,4833918,3
698,cloudy20011128,1294950,5
699,cloudy20011128,4210280,3
700,cloudy20011128,1792928,3
701,cloudy20011128,1308777,5
702,cloudy20011128,20495023,5
703,diewithme,30244560,5
704,diewithme,26746958,1
705,diewithme,26873657,1
706,diewithme,26884467,5
707,diewithme,26354336,3
708,diewithme,26779789,4
709,diewithme,25831874,3
710,diewithme,25881780,2
711,diewithme,25918597,1
712,diewithme,24745500,3
713,diewithme,20495023,4
714,joearde,33434927,4
715,joearde,20495023,5
716,LucFrance,26935296,3
717,LucFrance,20495023,4
718,1524942,1853768,5
719,1524942,3619100,5
720,1524942,2129039,5
721,1524942,3607666,5
722,1524942,3541415,5
723,qijiuzhiyue,4707585,1
724,qijiuzhiyue,4051608,2
725,qijiuzhiyue,4059245,4
726,qijiuzhiyue,4082544,2
727,qijiuzhiyue,5037113,5
728,qijiuzhiyue,1401523,4
729,qijiuzhiyue,4078562,2
730,qijiuzhiyue,3268192,2
731,qijiuzhiyue,1388176,3
732,qijiuzhiyue,3822842,3
733,qijiuzhiyue,3541415,4
734,autism,27034707,5
735,autism,3839227,4
736,autism,3771656,4
737,autism,1308259,5
738,autism,2201860,4
739,autism,1389924,4
740,autism,3541415,5
741,Dbxiong,3541415,5
742,ragingbull,1827374,3
743,ragingbull,1302100,4
744,ragingbull,3541415,3
745,casper0211,27060077,5
746,lingrui1995,30488569,4
747,lingrui1995,33442331,4
748,lingrui1995,33442331,4
749,lingrui1995,24697949,5
750,lingrui1995,4303624,5
751,lingrui1995,30488569,4
752,lingrui1995,33446498,2
753,lingrui1995,30211998,4
754,lingrui1995,34805219,3
755,lingrui1995,2364086,4
756,lingrui1995,27060077,5
757,tjz230,26022835,4
758,tjz230,3440075,5
759,tjz230,1905462,5
760,tjz230,1793904,4
761,tjz230,1307790,4
762,tjz230,1366856,3
763,tjz230,1296463,4
764,tjz230,1294768,3
765,tjz230,1878708,4
766,tjz230,27060077,4
767,zhangzongqian,3097572,4
768,zhangzongqian,26633257,4
769,zhangzongqian,25849049,3
770,zhangzongqian,1292679,4
771,zhangzongqian,26791455,4
772,zhangzongqian,26864178,1
773,zhangzongqian,3914513,2
774,zhangzongqian,27602110,4
775,zhangzongqian,27193571,4
776,zhangzongqian,27019527,4
777,zhangzongqian,27060077,4
778,veverlee,34964557,4
779,veverlee,27205132,4
780,veverlee,34670218,4
781,veverlee,27010768,5
782,veverlee,30329906,3
783,veverlee,30354606,3
784,veverlee,30176393,4
785,veverlee,30318116,5
786,veverlee,34433766,4
787,veverlee,34879250,4
788,veverlee,27060077,4
789,cevia,26683290,5
790,croath,26602304,4
791,croath,10553822,1
792,croath,25805741,4
793,croath,5323968,4
794,croath,6973376,4
795,croath,10588814,3
796,croath,3329887,5
797,croath,5450891,4
798,croath,2109781,5
799,croath,26683290,5
800,CharlesChou,6432898,5
801,CharlesChou,26683290,3
802,3540441,26654498,4
803,3540441,26746559,5
804,3540441,26309618,4
805,3540441,26689198,4
806,3540441,2303845,5
807,3540441,6537486,5
808,3540441,10756794,5
809,3540441,1914831,3
810,3540441,5153481,4
811,3540441,6896277,4
812,3540441,26683290,4
813,naocanqiang,26761416,5
814,naocanqiang,25921812,5
815,naocanqiang,24751763,5
816,naocanqiang,26683290,5
817,naocanqiang,25795773,4
818,naocanqiang,3410762,5
819,naocanqiang,3136897,5
820,naocanqiang,6786002,5
821,naocanqiang,4246125,4
822,naocanqiang,1293145,5
823,naocanqiang,26683290,5
824,nwwfewx,27069302,4
825,nwwfewx,34780437,4
826,nwwfewx,1792579,5
827,nwwfewx,1792575,4
828,nwwfewx,25883054,4
829,nwwfewx,26378573,4
830,nwwfewx,30206801,4
831,nwwfewx,27618864,4
832,nwwfewx,27599920,5
833,nwwfewx,27608239,5
834,nwwfewx,1292064,5
835,MonicaLi,3769740,4
836,MonicaLi,3680996,4
837,MonicaLi,1292064,4
838,VinKhan,34841756,4
839,VinKhan,33392008,4
840,VinKhan,30484931,4
841,VinKhan,26915156,4
842,VinKhan,26857890,1
843,VinKhan,26856101,5
844,VinKhan,26714864,3
845,VinKhan,25761178,5
846,VinKhan,20390474,5
847,VinKhan,10343999,5
848,VinKhan,1292064,5
849,bighead,27024959,3
850,bighead,30334073,2
851,bighead,1777410,5
852,bighead,5414391,5
853,bighead,1842589,2
854,bighead,1000280,5
855,bighead,1997681,4
856,bighead,1292064,3
857,basten1988,2226335,5
858,basten1988,25870342,4
859,basten1988,7054604,3
860,basten1988,20383645,5
861,basten1988,24872278,3
862,basten1988,24762153,4
863,basten1988,2061322,1
864,basten1988,6712293,3
865,basten1988,1966496,4
866,basten1988,5406427,5
867,basten1988,1292064,5
868,leo1983,1292213,5
869,crpily,30468961,5
870,crpily,26775933,4
871,crpily,25714740,3
872,crpily,25733470,5
873,crpily,4728076,3
874,crpily,1293733,4
875,crpily,10487226,4
876,crpily,5336240,5
877,crpily,11501640,5
878,crpily,4291275,4
879,crpily,1292213,5
880,kangbaohong,27145041,2
881,kangbaohong,6895950,3
882,kangbaohong,26846856,3
883,kangbaohong,30282767,4
884,kangbaohong,27097841,3
885,kangbaohong,3725324,3
886,kangbaohong,27037053,3
887,kangbaohong,26346327,4
888,kangbaohong,1652592,3
889,kangbaohong,26315728,3
890,kangbaohong,1292213,5
891,liusuer,34460763,3
892,liusuer,33436135,5
893,liusuer,26816383,4
894,liusuer,27668250,5
895,liusuer,6039412,4
896,liusuer,30196805,4
897,liusuer,27114834,3
898,liusuer,3097572,5
899,liusuer,30376977,4
900,liusuer,30295905,4
901,liusuer,1292213,5
902,zyl622,30230907,5
903,zyl622,30270978,5
904,zyl622,27199470,2
905,zyl622,26984949,5
906,zyl622,26942514,4
907,zyl622,24745248,5
908,zyl622,7004284,5
909,zyl622,20435568,4
910,zyl622,20428702,5
911,zyl622,3277484,4
912,zyl622,1292213,5
913,mihiro,1291546,5
914,mihiro,3742360,5
915,xzfd,34693685,3
916,xzfd,26266893,5
917,xzfd,30318719,5
918,xzfd,30324565,5
919,xzfd,6984064,3
920,xzfd,20473389,5
921,xzfd,6799191,2
922,xzfd,2028669,4
923,xzfd,4873490,4
924,xzfd,5355187,2
925,xzfd,3742360,5
926,sungdebbie,27590675,4
927,sungdebbie,34807388,5
928,sungdebbie,33420970,4
929,sungdebbie,34803308,2
930,sungdebbie,27022883,5
931,sungdebbie,30235440,4
932,sungdebbie,1088472,5
933,sungdebbie,26611804,5
934,sungdebbie,27614904,5
935,sungdebbie,27115563,5
936,sungdebbie,3742360,5
937,chimpanzee,3530403,5
938,chimpanzee,4718369,2
939,chimpanzee,5977835,4
940,chimpanzee,3626416,4
941,chimpanzee,1301678,5
942,chimpanzee,3313801,4
943,chimpanzee,1293976,3
944,chimpanzee,2268963,5
945,chimpanzee,2138507,1
946,chimpanzee,1292224,5
947,chimpanzee,3742360,3
948,171272098,26752088,5
949,171272098,26942674,5
950,171272098,27059130,5
951,171272098,26322642,3
952,171272098,3742360,5
953,darkiddy,11803087,4
954,darkiddy,26616690,4
955,darkiddy,26182910,4
956,darkiddy,26876595,4
957,darkiddy,2138467,3
958,darkiddy,1889243,5
959,darkiddy,20431537,4
960,darkiddy,1408473,1
961,darkiddy,3891385,4
962,darkiddy,10545776,5
963,darkiddy,1292001,5
964,piggytea,27125070,4
965,piggytea,26633257,5
966,piggytea,10727882,5
967,piggytea,1424741,5
968,piggytea,6784995,5
969,piggytea,1295763,4
970,piggytea,3053521,4
971,piggytea,1299112,5
972,piggytea,1291992,5
973,piggytea,1292001,5
974,lyiming2,2156810,3
975,lyiming2,2224447,5
976,lyiming2,1084435,3
977,lyiming2,1307970,4
978,lyiming2,1296206,4
979,lyiming2,1292001,5
980,rebekah,4898547,5
981,rebekah,4305436,5
982,rebekah,1437370,5
983,rebekah,3010133,5
984,rebekah,2139305,5
985,rebekah,1293870,4
986,rebekah,2365260,4
987,rebekah,1291999,5
988,rebekah,1292001,5
989,lingrui1995,30488569,4
990,lingrui1995,33442331,4
991,lingrui1995,33442331,4
992,lingrui1995,24697949,5
993,lingrui1995,4303624,5
994,lingrui1995,30488569,4
995,lingrui1995,33446498,2
996,lingrui1995,30211998,4
997,lingrui1995,34805219,3
998,lingrui1995,2364086,4
999,lingrui1995,1292001,4
1000,iris15,1361276,5
1001,iris15,1292272,4
1002,iris15,2356641,4
1003,iris15,1849031,5
1004,pinkonion,1849031,5
1005,zhl,1849031,3
1006,microblue,24298888,3
1007,microblue,1777582,3
1008,microblue,4849685,3
1009,microblue,4819712,5
1010,microblue,4819712,5
1011,microblue,3694361,3
1012,microblue,2983939,4
1013,microblue,3890324,3
1014,microblue,1405240,3
1015,microblue,1986006,4
1016,microblue,1849031,5
1017,bighead,27024959,3
1018,bighead,30334073,2
1019,bighead,1777410,5
1020,bighead,5414391,5
1021,bighead,1842589,2
1022,bighead,1000280,5
1023,bighead,1997681,4
1024,bighead,1849031,3
1025,cxyshang,26842702,4
1026,cxyshang,1889243,5
1027,ydyie,32489562,4
1028,ydyie,10745208,4
1029,ydyie,30371819,3
